source,event_id,division_id,athlete_id,place,incomplete
Live Heats,147592,290222,1176365,5,False
Live Heats,147592,290222,791484,7,False
Live Heats,147592,290222,936059,7,False
Live Heats,147592,290225,791455,1,False
Live Heats,147592,290225,1337275,2,False
Live Heats,147592,290225,936059,3,False
Live Heats,147592,290225,1176365,4,False
Live Heats,147592,290225,1176369,5,False
Live Heats,147592,290225,791714,5,False
Live Heats,147592,290225,923857,7,False
Live Heats,147592,290225,1176372,7,False
Live Heats,147592,290226,923859,1,False
Live Heats,147592,290226,1176365,2,False
Live Heats,147592,290226,936063,3,False
Live Heats,147592,290226,1176372,4,False
Live Heats,147592,290226,1176367,5,False
Live Heats,147592,290226,1176369,5,False
Live Heats,147592,290226,1176368,7,False
Live Heats,187570,353317,1198522,1,False
Live Heats,187570,353317,1122422,2,False
Live Heats,187570,353317,1122419,3,False
Live Heats,187570,353317,1122421,4,False
Live Heats,187570,353317,1122424,5,False
Live Heats,187570,353317,923883,6,False
Live Heats,187570,353317,1198353,7,False
Live Heats,187570,353317,1113088,7,False
Live Heats,187570,353317,1122420,9,False
Live Heats,187570,353317,1122423,9,False
Live Heats,187570,353317,151806,11,False
Live Heats,187570,353317,1122426,11,False
Live Heats,187570,353317,1113092,13,False
Live Heats,187570,353317,1122429,13,False
Live Heats,187570,353317,1304753,15,False
Live Heats,187570,353317,1597970,15,False
Live Heats,187570,353317,1399573,17,False
Live Heats,187570,353317,1122434,17,False
Live Heats,187570,353317,1122427,19,False
Live Heats,187570,353317,1399574,23,False
Live Heats,187570,353317,1399572,23,False
Live Heats,187570,353317,1399571,23,False
Live Heats,187570,353317,1399579,24,False
Live Heats,187570,353317,1122431,25,False
Live Heats,187570,353317,1598003,26,False
Live Heats,187570,353317,1543664,27,False
Live Heats,187570,353317,1122442,28,False
Live Heats,187570,353317,1598004,29,False
Live Heats,187570,353317,1598005,30,False
Live Heats,187570,353317,1543653,31,False
Live Heats,187570,353317,1598008,32,False
Live Heats,187570,353317,1598007,32,False
Live Heats,187570,353317,1122457,32,False
Live Heats,187570,353317,1598009,35,False
Live Heats,187570,353317,1598010,36,False
Live Heats,187570,353317,1393372,37,False
Live Heats,187570,353317,1399581,37,False
Live Heats,187570,353317,1122469,37,False
Live Heats,187570,353317,1399583,37,False
Live Heats,187570,353317,1399584,37,False
Live Heats,187570,353318,1573703,1,False
Live Heats,187570,353318,1122460,2,False
Live Heats,187570,353318,1122464,3,False
Live Heats,187570,353318,1488137,4,False
Live Heats,187570,353318,1543675,5,False
Live Heats,187570,353318,1399577,7,False
Live Heats,187570,353319,1122465,1,False
Live Heats,187570,353319,1488138,2,False
Live Heats,187570,353319,1122466,3,False
Live Heats,187570,353319,1122471,4,False
Live Heats,187570,353319,1598046,5,False
Live Heats,187570,353319,1598047,6,False
Live Heats,187570,353319,1122468,7,False
Live Heats,187570,353319,1598048,7,False
Live Heats,187570,353320,1122481,1,False
Live Heats,187570,353320,1122475,2,False
Live Heats,187570,353320,1304754,3,False
Live Heats,187570,353320,1399591,4,False
Live Heats,187570,353320,1399585,5,False
Live Heats,187570,353320,1122480,6,False
Live Heats,187570,353320,1122479,7,False
Live Heats,187570,353320,1122477,8,False
Live Heats,187570,353320,1543648,9,False
Live Heats,187570,353320,1598036,9,False
Live Heats,187570,353320,1399588,11,False
Live Heats,187570,353320,1399586,11,False
Live Heats,187570,353320,1122482,13,False
Live Heats,187570,353320,1122486,13,False
Live Heats,187570,353320,1598037,15,False
Live Heats,187570,353320,1598038,15,False
Live Heats,187570,353320,1598039,17,False
Live Heats,187570,353320,1598040,17,False
Live Heats,187570,353320,1543651,19,False
Live Heats,187570,353320,1598041,19,False
Live Heats,187570,353320,1122476,21,False
Live Heats,187570,353320,1598042,22,False
Live Heats,187570,353320,1122485,23,False
Live Heats,187570,353320,1598044,26,False
Live Heats,187570,353320,1122483,26,False
Live Heats,187570,353320,1122487,26,False
Live Heats,187570,353320,1122488,26,False
Live Heats,187570,353320,1122484,26,False
Live Heats,187570,353320,1598045,29,False
Live Heats,187570,353320,1399592,33,False
Live Heats,187570,353320,1122474,33,False
Live Heats,187570,353320,1399587,33,False
Live Heats,118319,248203,1589294,1,False
Live Heats,118319,248203,566390,2,False
Live Heats,118319,248203,769209,3,False
Live Heats,118319,248203,566393,4,False
Live Heats,118319,248203,1206272,5,False
Live Heats,117362,247081,814748,1,True
Live Heats,117362,247081,527155,1,True
Live Heats,117362,247081,1165941,1,True
Live Heats,117362,247081,845736,1,True
Live Heats,117362,247081,1334796,1,True
Live Heats,117362,247081,843691,1,True
Live Heats,117362,247081,835109,1,True
Live Heats,117362,247081,822932,1,True
Live Heats,117362,247081,818279,9,True
Live Heats,117362,247081,817982,9,True
Live Heats,117362,247081,532103,9,True
Live Heats,117362,247081,843557,9,True
Live Heats,117362,247081,1409162,9,True
Live Heats,117362,247081,818679,9,True
Live Heats,117362,247081,817916,9,True
Live Heats,117362,247081,844750,9,True
Live Heats,117362,247081,1181562,17,True
Live Heats,117362,247081,1198339,17,True
Live Heats,117362,247081,527167,17,True
Live Heats,117362,247081,1166233,17,True
Live Heats,117362,247081,1176483,17,True
Live Heats,117362,247081,1166082,17,True
Live Heats,117362,247081,532107,17,True
Live Heats,117362,247081,1169471,17,True
Live Heats,118385,248368,1437366,1,False
Live Heats,118385,248368,1205557,2,False
Live Heats,118385,248368,566301,3,False
Live Heats,118385,248368,529958,4,False
Live Heats,118385,248368,813428,5,False
Live Heats,118385,248368,1589294,5,False
Live Heats,118385,248368,1205039,7,False
Live Heats,118385,248368,566300,7,False
Live Heats,118385,248368,1385584,9,False
Live Heats,118385,248368,1329185,9,False
Live Heats,118385,248368,1385631,9,False
Live Heats,118385,248368,776041,9,False
Live Heats,118385,248368,1207620,13,False
Live Heats,118385,248368,791455,13,False
Live Heats,118385,248368,1600743,13,False
Live Heats,118385,248368,1206435,13,False
Live Heats,118385,248368,566399,17,False
Live Heats,118385,248368,1221689,17,False
Live Heats,118385,248368,1208568,19,False
Live Heats,118385,248368,566400,19,False
Live Heats,118385,248368,1214818,21,False
Live Heats,118385,248369,1169635,1,False
Live Heats,118385,248369,844750,2,False
Live Heats,118385,248369,1380909,3,False
Live Heats,118385,248369,1222638,4,False
Live Heats,118385,248369,1206272,5,False
Live Heats,118715,248731,1166942,1,False
Live Heats,118715,248731,820787,2,False
Live Heats,118715,248731,1589294,3,False
Live Heats,118715,248731,1205855,4,False
Live Heats,118715,248731,1167179,5,False
Live Heats,118715,248731,769175,5,False
Live Heats,118715,248731,576093,5,False
Live Heats,118715,248731,1171423,8,False
Live Heats,118715,248732,844750,1,False
Live Heats,118715,248732,1166082,2,False
Live Heats,118715,248732,1170311,3,False
Live Heats,118715,248732,1169644,4,False
Live Heats,118715,248732,791459,5,False
Live Heats,118715,248733,1168147,1,False
Live Heats,118715,248733,1519364,2,False
Live Heats,118715,248733,1168121,3,False
Live Heats,118715,248733,791453,4,False
Live Heats,118715,248733,791454,5,False
Live Heats,118715,248733,576097,5,False
Live Heats,118715,248733,1171845,5,False
Live Heats,118715,248733,791455,9,False
Live Heats,118715,248733,1514106,12,False
Live Heats,118715,253879,1165931,1,False
Live Heats,118715,253879,1166237,2,False
Live Heats,118715,253879,1176427,3,False
Live Heats,118715,253880,1169643,1,False
Live Heats,118715,253880,1167311,2,False
Live Heats,118715,253880,1170707,3,False
Live Heats,147591,290217,776765,1,False
Live Heats,147591,290217,856823,2,False
Live Heats,147591,290217,791484,3,False
Live Heats,147591,290217,1337275,4,False
Live Heats,147591,290217,936059,5,False
Live Heats,147591,290217,1103795,6,False
Live Heats,147591,290217,936057,7,False
Live Heats,147591,290217,1065219,8,False
Live Heats,147591,290217,791485,9,False
Live Heats,147591,290217,791455,10,False
Live Heats,147591,290217,1050269,11,False
Live Heats,147591,290217,1103762,12,False
Live Heats,147591,290217,1111075,13,False
Live Heats,147591,290217,923881,14,False
Live Heats,147591,290217,1111074,15,False
Live Heats,147591,290217,1111076,16,False
Live Heats,147591,290218,1111080,1,False
Live Heats,147591,290218,1050500,2,False
Live Heats,147591,290218,529331,3,False
Live Heats,147591,290218,1111079,4,False
Live Heats,147591,290219,936061,1,False
Live Heats,147591,290219,1065219,2,False
Live Heats,147591,290219,1111079,3,False
Live Heats,147591,290219,1050467,4,False
Live Heats,147591,290220,936059,1,False
Live Heats,147591,290220,791617,2,False
Live Heats,147591,290220,1337275,3,False
Live Heats,147591,290220,791615,4,False
Live Heats,147591,290220,791714,5,False
Live Heats,147591,290220,924051,6,False
Live Heats,147591,290220,923857,7,False
Live Heats,147591,290220,791455,8,False
Live Heats,147591,290220,1111071,9,False
Live Heats,147591,290220,924052,10,False
Live Heats,147591,290220,1050502,11,False
Live Heats,147591,290220,923881,12,False
Live Heats,147591,290220,1111072,13,False
Live Heats,147591,290220,936057,14,False
Live Heats,187563,353294,1210135,1,False
Live Heats,187563,353294,1207521,2,False
Live Heats,187563,353294,815441,3,False
Live Heats,187563,353294,1205855,4,False
Live Heats,187563,353294,1205034,5,False
Live Heats,187563,353294,1589294,5,False
Live Heats,187563,353294,1203243,7,False
Live Heats,187563,353294,820028,7,False
Live Heats,187563,353294,815310,9,False
Live Heats,187563,353294,1177773,9,False
Live Heats,187563,353294,1198918,9,False
Live Heats,187563,353294,820787,9,False
Live Heats,187563,353294,1198791,13,False
Live Heats,187563,353294,1202115,13,False
Live Heats,187563,353294,1437408,15,False
Live Heats,187563,353294,1206273,15,False
Live Heats,187563,353294,1206272,17,False
Live Heats,187563,353295,1205611,1,False
Live Heats,187563,353295,1165941,2,False
Live Heats,187563,353295,820094,3,False
Live Heats,187563,353295,814748,4,False
Live Heats,187563,353295,527155,5,False
Live Heats,187563,353295,1171826,5,False
Live Heats,187563,353295,566295,7,False
Live Heats,187563,353295,1169354,7,False
Live Heats,187563,353295,1200835,9,False
Live Heats,187563,353295,1578513,9,False
Live Heats,187563,353295,1334796,9,False
Live Heats,187563,353295,1200826,9,False
Live Heats,187563,353295,819666,13,False
Live Heats,187563,353295,769113,13,False
Live Heats,187563,353295,1169635,13,False
Live Heats,187563,353295,1437353,13,False
Live Heats,187563,353295,1207547,17,False
Live Heats,187563,353295,835109,17,False
Live Heats,187563,353295,817916,17,False
Live Heats,187563,353295,1205557,17,False
Live Heats,187563,353295,818279,17,False
Live Heats,187563,353295,1437356,17,False
Live Heats,187563,353295,843691,17,False
Live Heats,187563,353295,1198339,17,False
Live Heats,187563,353295,1202030,25,False
Live Heats,187563,353295,530552,25,False
Live Heats,187563,353295,844750,25,False
Live Heats,187563,353295,1437366,25,False
Live Heats,187563,353295,1200379,29,False
Live Heats,187563,353295,817982,29,False
Live Heats,187563,353295,527167,29,False
Live Heats,187563,353295,1166082,29,False
Live Heats,187563,353295,1198522,33,False
Live Heats,187563,353295,1198353,34,False
Live Heats,187563,353295,1438222,35,False
Live Heats,187563,353295,1198581,35,False
Live Heats,187563,353295,1206458,37,False
Live Heats,187563,353295,1206482,37,False
Live Heats,187563,353295,1212625,39,False
Live Heats,187563,353295,1203723,39,False
Live Heats,187563,353295,769117,39,False
Live Heats,187563,353295,1224081,39,False
Live Heats,187563,353295,1202340,43,False
Live Heats,187563,353295,1164252,43,False
Live Heats,187563,353295,1380909,43,False
Live Heats,187563,353295,1206477,43,False
Live Heats,187563,353295,566303,47,False
Live Heats,187563,353295,1205619,47,False
Live Heats,187563,353295,1219525,47,False
Live Heats,187563,353295,1199256,47,False
Live Heats,187563,353295,1199509,51,False
Live Heats,187563,353295,1197966,51,False
Live Heats,187563,353295,1206490,51,False
Live Heats,187563,353295,1206567,51,False
Live Heats,187563,353296,1205557,1,False
Live Heats,187563,353296,1437366,2,False
Live Heats,187563,353296,842633,3,False
Live Heats,187563,353296,1206567,4,False
Live Heats,187563,353296,1199509,5,False
Live Heats,187563,353296,1205039,5,False
Live Heats,187563,353296,1214818,7,False
Live Heats,187563,353296,1329185,7,False
Live Heats,187563,353296,1198906,7,False
Live Heats,187563,353296,1208568,10,False
Live Heats,187563,353296,1076681,10,False
Live Heats,187563,353296,1206435,10,False
Live Heats,187563,353296,1207620,13,False
Live Heats,187563,353296,1385631,14,False
Live Heats,187563,353296,1137412,15,False
Live Heats,187563,402097,1207521,1,False
Live Heats,187563,402097,1177773,2,False
Live Heats,187563,402097,815441,3,False
Live Heats,187563,402097,1198918,4,False
Live Heats,187563,402097,1206272,5,False
Live Heats,187563,353297,815441,1,False
Live Heats,187563,353297,1206272,2,False
Live Heats,187563,353297,1434327,3,False
Live Heats,187563,402098,1169635,1,False
Live Heats,187563,402098,1380909,2,False
Live Heats,187563,402098,844750,3,False
Live Heats,187563,402098,1198581,4,False
Live Heats,187563,402098,1224909,5,False
Live Heats,187563,402098,1166082,5,False
Live Heats,187563,402098,1222638,7,False
Live Heats,187563,353298,1166082,1,False
Live Heats,187563,353298,1224909,2,False
Live Heats,187563,353298,1208831,3,False
Live Heats,187563,353298,1206491,4,False
Live Heats,187563,353298,1213112,5,False
Live Heats,187563,407963,1224081,1,False
Live Heats,187563,407963,1200984,2,False
Live Heats,187563,407963,1221689,3,False
Live Heats,187563,407963,1213120,4,False
Live Heats,187563,407963,1214818,5,False
Live Heats,187563,407963,1218411,5,False
Live Heats,187563,407963,1206491,7,False
Live Heats,187563,407963,1222638,7,False
Live Heats,187563,407963,1223449,9,False
Live Heats,187563,407963,1207245,9,False
Live Heats,187563,407963,1206478,9,False
Live Heats,187563,407963,1219525,9,False
Live Heats,187563,407963,1017464,13,False
Live Heats,187563,407963,1385631,13,False
Live Heats,187563,407963,1207620,13,False
Live Heats,187563,407963,1203224,13,False
Live Heats,187563,407963,1206570,17,False
Live Heats,187563,407963,1215104,17,False
Live Heats,187563,407963,1213702,17,False
Live Heats,187563,407963,1137412,17,False
Live Heats,187563,407963,1206467,21,False
Live Heats,187563,407963,1206563,21,False
Live Heats,187563,407963,1206435,21,False
Live Heats,187563,407963,1216650,21,False
Live Heats,72487,168245,791485,1,False
Live Heats,72487,168245,1337275,2,False
Live Heats,72487,168245,923857,3,False
Live Heats,72487,168245,936058,4,False
Live Heats,72487,168245,791455,5,False
Live Heats,72487,168245,923859,6,False
Live Heats,270681,471651,923345,1,False
Live Heats,270681,471651,1122419,2,False
Live Heats,270681,471651,1351668,3,False
Live Heats,270681,471651,1322561,4,False
Live Heats,270681,471651,1205039,5,False
Live Heats,270681,471651,1322560,5,False
Live Heats,270681,471651,1360942,7,False
Live Heats,270681,471651,1602528,7,False
Live Heats,270681,471651,1360940,7,False
Live Heats,270681,471651,1360943,10,False
Live Heats,270681,471651,1277949,10,False
Live Heats,270681,471652,815441,1,False
Live Heats,270681,471652,937179,2,False
Live Heats,270681,471652,937178,3,False
Live Heats,270681,471652,1069737,4,False
Live Heats,270681,471653,937046,1,False
Live Heats,270681,471653,1166082,2,False
Live Heats,270681,471653,1398810,3,False
Live Heats,270681,471653,937113,4,False
Live Heats,270681,471653,1169643,5,False
Live Heats,270681,471653,923886,5,False
Live Heats,270681,471653,1360946,7,False
Live Heats,270681,471655,1169635,1,False
Live Heats,270681,471655,844750,2,False
Live Heats,270681,471655,1576025,3,False
Live Heats,270681,471655,1576322,4,False
Live Heats,270681,471655,1585991,5,False
Live Heats,270681,471655,923450,5,False
Live Heats,270681,471655,923485,7,False
Live Heats,270681,471655,1396558,7,False
Live Heats,270681,471655,1076612,7,False
Live Heats,270681,471655,1076613,10,False
Live Heats,270681,471655,1360948,10,False
Live Heats,270681,471655,1351673,10,False
Live Heats,81590,186163,835109,1,False
Live Heats,81590,186163,1176483,2,False
Live Heats,81590,186163,817916,3,False
Live Heats,81590,186163,844750,4,False
Live Heats,81590,186163,532103,5,False
Live Heats,81590,186163,1166082,5,False
Live Heats,81590,186163,1166133,5,False
Live Heats,81590,186163,1181562,5,False
Live Heats,81590,186163,532107,9,False
Live Heats,81590,186164,769175,1,False
Live Heats,81590,186164,1166942,2,False
Live Heats,81590,186164,1167179,3,False
Live Heats,81590,186164,576093,4,False
Live Heats,81590,186164,1166237,5,False
Live Heats,81590,186164,1170331,5,False
Live Heats,81590,186164,1165931,5,False
Live Heats,221942,410348,1247115,1,False
Live Heats,221942,410348,1437408,2,False
Live Heats,221942,410348,1247116,3,False
Live Heats,221942,410348,1247117,4,False
Live Heats,221942,410348,1247118,5,False
Live Heats,221942,410349,1247129,1,False
Live Heats,221942,410349,529958,2,False
Live Heats,221942,410349,1247130,3,False
Live Heats,221942,410349,1247131,4,False
Live Heats,221942,410349,1247132,5,False
Live Heats,221942,410349,1247134,6,False
Live Heats,221942,410349,1247133,6,False
Live Heats,221942,410349,1247135,7,False
Live Heats,221942,410349,1247150,8,False
Live Heats,221942,410349,1247149,8,False
Live Heats,221942,410349,1247148,8,False
Live Heats,221942,410349,1247147,8,False
Live Heats,221942,410349,1247146,8,False
Live Heats,221942,410349,1247145,8,False
Live Heats,221942,410349,1247143,8,False
Live Heats,221942,410349,1197966,8,False
Live Heats,221942,410349,1247138,8,False
Live Heats,221942,410349,1247137,8,False
Live Heats,221942,410349,1247136,8,False
Live Heats,221942,410349,1247151,20,False
Live Heats,221942,410349,1247152,21,False
Live Heats,221942,410349,1247153,22,False
Live Heats,221942,410349,1247154,24,False
Live Heats,221942,410349,1247156,25,False
Live Heats,221942,410349,1247155,25,False
Live Heats,221942,410349,1247157,27,False
Live Heats,221942,410349,1247162,28,False
Live Heats,221942,410349,1247199,29,False
Live Heats,221942,410349,1247197,29,False
Live Heats,221942,410349,1247195,29,False
Live Heats,221942,410349,1247194,29,False
Live Heats,221942,410349,1247193,29,False
Live Heats,221942,410349,1247190,29,False
Live Heats,221942,410349,1247187,29,False
Live Heats,221942,410349,1247186,29,False
Live Heats,221942,410349,1247185,29,False
Live Heats,221942,410349,1247184,29,False
Live Heats,221942,410349,1247183,29,False
Live Heats,221942,410349,1247182,29,False
Live Heats,221942,410349,1247181,29,False
Live Heats,221942,410349,1247180,29,False
Live Heats,221942,410349,1247179,29,False
Live Heats,221942,410349,1247178,29,False
Live Heats,221942,410349,1247177,29,False
Live Heats,221942,410349,1247176,29,False
Live Heats,221942,410349,1247175,29,False
Live Heats,221942,410349,1247174,29,False
Live Heats,221942,410349,1247171,29,False
Live Heats,221942,410349,1247170,29,False
Live Heats,221942,410349,1247167,29,False
Live Heats,221942,410349,1247163,29,False
Live Heats,221942,410350,1247123,1,False
Live Heats,221942,410350,1247124,2,False
Live Heats,221942,410350,1247125,3,False
Live Heats,221942,410350,1247128,4,False
Live Heats,221942,410350,1247127,4,False
Live Heats,221942,410350,1247126,4,False
Live Heats,221942,410352,1247119,1,False
Live Heats,221942,410352,1247120,2,False
Live Heats,221942,410352,1224909,3,False
Live Heats,221942,410352,1247122,4,False
Live Heats,220652,408830,817916,1,False
Live Heats,220652,408830,835109,2,False
Live Heats,220652,408830,844750,3,False
Live Heats,220652,408830,1166082,4,False
Live Heats,220652,408830,1166133,5,False
Live Heats,220652,408830,1176483,6,False
Live Heats,220652,408830,1181562,7,False
Live Heats,220652,408830,532107,7,False
Live Heats,220652,408830,1171678,9,False
Live Heats,220652,408831,1167179,1,False
Live Heats,220652,408831,1171423,2,False
Live Heats,172539,327546,1050237,1,False
Live Heats,172539,327546,791484,2,False
Live Heats,172539,327546,856823,3,False
Live Heats,172539,327546,791485,4,False
Live Heats,172539,327546,1337275,5,False
Live Heats,172539,327546,1050269,5,False
Live Heats,172539,327546,1050302,7,False
Live Heats,172539,327546,791615,8,False
Live Heats,172539,327546,923859,8,False
Live Heats,172539,327546,936059,8,False
Live Heats,172539,327546,1050303,8,False
Live Heats,172539,327546,1050467,8,False
Live Heats,172539,327546,813428,8,False
Live Heats,172539,327547,1050500,1,False
Live Heats,172539,327548,936059,1,False
Live Heats,172539,327548,1337275,2,False
Live Heats,172539,327548,791617,3,False
Live Heats,172539,327548,791615,4,False
Live Heats,172539,327548,791455,5,False
Live Heats,172539,327548,924051,6,False
Live Heats,172539,327548,923881,8,False
Live Heats,172539,327548,791714,8,False
Live Heats,172539,327548,924052,8,False
Live Heats,172539,327548,1050501,8,False
Live Heats,172539,327548,1050503,8,False
Live Heats,172539,327548,1050504,8,False
Live Heats,172539,327548,1050502,8,False
Live Heats,172539,327549,1050467,1,False
Live Heats,117330,247047,775115,1,False
Live Heats,117330,247047,775148,2,False
Live Heats,117330,247047,775149,3,False
Live Heats,117330,247047,775170,4,False
Live Heats,117330,247047,775150,5,False
Live Heats,117330,247047,775151,6,False
Live Heats,117330,247047,775152,7,False
Live Heats,117330,247047,775153,8,False
Live Heats,117330,247047,775154,9,False
Live Heats,117330,247047,775155,9,False
Live Heats,117330,247047,775156,9,False
Live Heats,117330,247047,775157,9,False
Live Heats,117330,247047,775158,9,False
Live Heats,117330,247047,775159,9,False
Live Heats,117330,247047,775160,9,False
Live Heats,117330,247047,775161,16,False
Live Heats,117330,247047,775162,16,False
Live Heats,117330,247047,775163,16,False
Live Heats,117330,247047,775164,16,False
Live Heats,117330,247047,775166,16,False
Live Heats,117330,247047,775167,16,False
Live Heats,117330,247047,775168,16,False
Live Heats,117330,247047,775169,16,False
Live Heats,117330,247049,775151,1,False
Live Heats,117330,247049,775160,2,False
Live Heats,117330,247049,775612,3,False
Live Heats,117330,247050,775170,1,False
Live Heats,117330,247050,775150,2,False
Live Heats,117330,247050,775163,3,False
Live Heats,117330,247050,775153,4,False
Live Heats,117333,247060,845736,1,True
Live Heats,117333,247060,527155,1,True
Live Heats,117333,247060,822932,1,True
Live Heats,117333,247060,818279,1,True
Live Heats,117333,247060,817916,1,True
Live Heats,117333,247060,818679,1,True
Live Heats,117333,247060,837486,1,True
Live Heats,117333,247060,1165941,1,True
Live Heats,117333,247060,1578513,1,True
Live Heats,117333,247060,1200826,1,True
Live Heats,117333,247060,1198339,1,True
Live Heats,117333,247060,1169635,1,True
Live Heats,117333,247060,820094,1,True
Live Heats,117333,247060,530552,1,True
Live Heats,117333,247060,830095,1,True
Live Heats,117333,247060,1169354,1,True
Live Heats,117333,247060,1334796,17,True
Live Heats,117333,247060,819666,17,True
Live Heats,117333,247060,1171826,17,True
Live Heats,117333,247060,817982,17,True
Live Heats,117333,247060,1409162,17,True
Live Heats,117333,247060,1200835,17,True
Live Heats,117333,247060,1408086,17,True
Live Heats,117333,247060,1200379,17,True
Live Heats,117333,247060,530553,17,True
Live Heats,117333,247060,1392368,17,True
Live Heats,117333,247060,530548,17,True
Live Heats,117333,247060,1163257,17,True
Live Heats,117333,247060,923497,17,True
Live Heats,117333,247060,923494,17,True
Live Heats,117333,247060,1050508,17,True
Live Heats,117333,247060,1050507,17,True
Live Heats,117333,247061,923338,1,False
Live Heats,117333,247061,1203243,2,False
Live Heats,117333,247061,820127,3,False
Live Heats,117333,247061,1205034,4,False
Live Heats,117333,247061,815441,5,False
Live Heats,117333,247061,1210135,5,False
Live Heats,117333,247061,1198791,5,False
Live Heats,117333,247061,1202115,5,False
Live Heats,117333,247061,1051960,9,False
Live Heats,187553,353243,1166233,1,False
Live Heats,187553,353243,775115,2,False
Live Heats,187553,353243,1277939,3,False
Live Heats,187553,353243,1200835,4,False
Live Heats,187553,353243,1169471,5,False
Live Heats,187553,353243,1277941,5,False
Live Heats,187553,353243,775148,5,False
Live Heats,187553,353243,1277940,5,False
Live Heats,187553,353243,1163257,9,False
Live Heats,187553,353243,775151,9,False
Live Heats,187553,353243,1277944,9,False
Live Heats,187553,353243,775170,9,False
Live Heats,187553,353243,1277948,13,False
Live Heats,187553,353243,1277947,13,False
Live Heats,187553,353243,1277946,13,False
Live Heats,187553,353243,1277945,13,False
Live Heats,187553,353243,1277952,17,False
Live Heats,187553,353243,1277951,17,False
Live Heats,187553,353243,1277950,17,False
Live Heats,187553,353243,1277949,17,False
Live Heats,187553,353243,1277955,21,False
Live Heats,187553,353243,1277960,21,False
Live Heats,187553,353243,775156,21,False
Live Heats,187553,353243,1277953,21,False
Live Heats,187553,353244,1277949,1,False
Live Heats,187553,353244,1277951,2,False
Live Heats,187553,353244,1277950,3,False
Live Heats,187553,353244,1277957,4,False
Live Heats,187553,353244,1277959,5,False
Live Heats,187553,353244,1277958,5,False
Live Heats,187553,353244,1277961,7,False
Live Heats,187553,353244,1277960,7,False
Live Heats,187553,353244,1277963,9,False
Live Heats,187553,353244,1277962,9,False
Live Heats,187560,353279,820028,1,False
Live Heats,187560,353279,776260,2,False
Live Heats,187560,353279,776256,3,False
Live Heats,187560,353280,1205611,1,False
Live Heats,187560,353280,1165941,2,False
Live Heats,187560,353280,1334796,3,False
Live Heats,187560,353280,1301829,4,False
Live Heats,187560,353280,1289257,5,False
Live Heats,187560,353280,776204,5,False
Live Heats,187560,353280,776242,7,False
Live Heats,187560,353280,776238,7,False
Live Heats,187560,353280,1289266,9,False
Live Heats,187560,353280,820028,9,False
Live Heats,187560,353280,776240,9,False
Live Heats,187560,353280,1198581,9,False
Live Heats,187560,353280,1289259,13,False
Live Heats,187560,353280,1195601,13,False
Live Heats,187560,353280,776260,13,False
Live Heats,187560,353280,1289258,13,False
Live Heats,187560,353280,1289261,17,False
Live Heats,187560,353280,1289260,17,False
Live Heats,187560,353280,1289262,19,False
Live Heats,187560,353280,776253,19,False
Live Heats,187560,353280,776248,19,False
Live Heats,187560,353280,1289264,22,False
Live Heats,187560,353280,776256,22,False
Live Heats,187560,353280,1289263,22,False
Live Heats,187560,353280,776252,22,False
Live Heats,187560,353281,776204,1,False
Live Heats,187560,353281,1301829,2,False
Live Heats,187560,353281,776242,3,False
Live Heats,187560,353283,776238,1,False
Live Heats,187560,353283,1198581,2,False
Live Heats,187560,353283,1195601,3,False
Live Heats,214686,400442,923338,1,False
Live Heats,214686,400442,1203243,2,False
Live Heats,214686,400442,820127,3,False
Live Heats,214686,400442,1205034,4,False
Live Heats,214686,400442,815441,5,False
Live Heats,214686,400442,1210135,5,False
Live Heats,214686,400442,1198791,5,False
Live Heats,214686,400442,1202115,5,False
Live Heats,214686,400442,1051960,5,False
Live Heats,165509,316791,1324120,1,False
Live Heats,165509,316791,1165480,2,False
Live Heats,165509,316791,1180454,3,False
Live Heats,165509,316791,1165473,4,False
Live Heats,165509,316791,1165469,5,False
Live Heats,165509,316791,1165485,6,False
Live Heats,165509,316791,1165475,7,False
Live Heats,165509,316791,1180458,7,False
Live Heats,165509,316791,1180457,9,False
Live Heats,165509,316791,1180461,9,False
Live Heats,165509,316791,1180463,11,False
Live Heats,165509,316791,1168146,12,False
Live Heats,165509,316791,1165484,13,False
Live Heats,165509,316791,1165565,14,False
Live Heats,165509,316791,1180456,15,False
Live Heats,165509,316791,1218141,15,False
Live Heats,165509,316791,1180451,17,False
Live Heats,165509,316791,1180459,17,False
Live Heats,165509,316791,999815,19,False
Live Heats,165509,316791,1180462,20,False
Live Heats,165509,316791,1165482,21,False
Live Heats,165509,316791,1180460,23,False
Live Heats,165509,316791,1172122,23,False
Live Heats,165509,316791,1180452,25,False
Live Heats,165509,316791,1180465,26,False
Live Heats,165509,316791,1218140,27,False
Live Heats,165509,316791,1202030,30,False
Live Heats,165509,316791,1169363,30,False
Live Heats,165509,316791,1168145,30,False
Live Heats,165509,316791,1166921,30,False
Live Heats,165509,316791,1166917,30,False
Live Heats,165509,316791,1397983,30,False
Live Heats,165509,316791,1166831,30,False
Live Heats,165509,316791,1166827,30,False
Live Heats,165509,316791,1165483,30,False
Live Heats,165509,316791,1165478,30,False
Live Heats,165509,316791,1165477,30,False
Live Heats,165509,316791,1165476,30,False
Live Heats,165509,316792,1180446,1,False
Live Heats,165509,316792,1184305,2,False
Live Heats,165509,316792,1214150,3,False
Live Heats,165509,390433,1180454,1,False
Live Heats,165509,390433,1180451,2,False
Live Heats,165509,390433,1180452,3,False
Live Heats,165509,390433,1218140,4,False
